who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
66386647,,,,,,,,,0
66386647,,Crown Prince of the Sultanate of Oman,2021-01-13,,,,,,1
66386647,,"Minister of Culture, Sports and Youth",2020-08-18,,,,,,2
66386647,,,,,,,,,3
